,comparison,rounded,ratio
1228,koralovindex-birkhoffindex,12,11.885895404120443
1229,koralovindex-strangindex,16,15.89825119236884
1230,koralovindex-Burris.UniversalAlgebra.Index,18,18.08219178082192
1231,koralovindex-Artin.GeometricAlgebra.Index,18,17.708333333333332
1232,Probability.Index-langindex,27,26.835443037974684
1233,Probability.Index-birkhoffindex,20,20.126782884310618
1234,Probability.Index-strangindex,27,26.55007949125596
1235,Probability.Index-Burris.UniversalAlgebra.Index,28,27.671232876712327
1236,Probability.Index-Artin.GeometricAlgebra.Index,24,23.958333333333332
1237,Rolf.FiniteMathematics.Index-langindex,17,16.962025316455698
1238,Rolf.FiniteMathematics.Index-birkhoffindex,15,15.213946117274167
1239,Rolf.FiniteMathematics.Index-strangindex,23,23.052464228934817
1240,Rolf.FiniteMathematics.Index-Burris.UniversalAlgebra.Index,20,20.273972602739725
1241,Rolf.FiniteMathematics.Index-Artin.GeometricAlgebra.Index,12,12.5
1242,Dougherty.CombinatoricsAndFiniteGeometry.index-langindex,18,18.481012658227847
1243,Dougherty.CombinatoricsAndFiniteGeometry.index-birkhoffindex,12,12.044374009508717
1244,Dougherty.CombinatoricsAndFiniteGeometry.index-strangindex,13,12.718600953895072
1245,Dougherty.CombinatoricsAndFiniteGeometry.index-Burris.UniversalAlgebra.Index,17,17.26027397260274
1246,Dougherty.CombinatoricsAndFiniteGeometry.index-Artin.GeometricAlgebra.Index,23,22.916666666666668
1247,Melczer.Combinatorics.index-langindex,2,1.518987341772152
1248,Melczer.Combinatorics.index-birkhoffindex,1,0.7923930269413629
1249,Melczer.Combinatorics.index-strangindex,1,1.1128775834658187
1250,Melczer.Combinatorics.index-Burris.UniversalAlgebra.Index,1,0.821917808219178
1251,Melczer.Combinatorics.index-Artin.GeometricAlgebra.Index,1,1.0416666666666667
1252,koralovindex-rudinindex,23,22.580645161290324
1253,koralovindex-Spivak.Calculus.Index,15,14.511041009463723
1254,koralovindex-Tao.MeasureTheory.Index,30,30.37542662116041
1255,Probability.Index-rudinindex,38,37.55760368663594
1256,Probability.Index-Spivak.Calculus.Index,27,27.28706624605678
1257,Probability.Index-Tao.MeasureTheory.Index,44,44.027303754266214
1258,Rolf.FiniteMathematics.Index-rudinindex,22,22.119815668202765
1259,Rolf.FiniteMathematics.Index-Spivak.Calculus.Index,21,20.662460567823345
1260,Rolf.FiniteMathematics.Index-Tao.MeasureTheory.Index,19,18.77133105802048
1261,Dougherty.CombinatoricsAndFiniteGeometry.index-rudinindex,14,14.055299539170507
1262,Dougherty.CombinatoricsAndFiniteGeometry.index-Spivak.Calculus.Index,11,11.198738170347003
1263,Dougherty.CombinatoricsAndFiniteGeometry.index-Tao.MeasureTheory.Index,13,13.310580204778157
1264,Melczer.Combinatorics.index-rudinindex,1,0.6912442396313364
1265,Melczer.Combinatorics.index-Spivak.Calculus.Index,2,2.365930599369085
1266,Melczer.Combinatorics.index-Tao.MeasureTheory.Index,2,2.3890784982935154
1267,koralovindex-soareindex,15,14.785992217898833
1268,koralovindex-markerindex,13,12.737127371273713
1269,koralovindex-awodeyindex,14,13.93643031784841
1270,koralovindex-Jech.SetTheory.Index,13,13.193588162762023
1271,koralovindex-TarskiGivant.SetTheory.Index,12,11.764705882352942
1272,koralovindex-Awodey.CategoryTheory.Index,14,14.108910891089108
1273,Probability.Index-soareindex,26,26.070038910505836
1274,Probability.Index-markerindex,21,21.40921409214092
1275,Probability.Index-awodeyindex,22,22.493887530562347
1276,Probability.Index-Jech.SetTheory.Index,21,21.085080147965474
1277,Probability.Index-TarskiGivant.SetTheory.Index,22,22.352941176470587
1278,Probability.Index-Awodey.CategoryTheory.Index,23,22.77227722772277
1279,Rolf.FiniteMathematics.Index-soareindex,16,15.56420233463035
1280,Rolf.FiniteMathematics.Index-markerindex,12,11.653116531165312
1281,Rolf.FiniteMathematics.Index-awodeyindex,17,16.625916870415647
1282,Rolf.FiniteMathematics.Index-Jech.SetTheory.Index,14,13.563501849568434
1283,Rolf.FiniteMathematics.Index-TarskiGivant.SetTheory.Index,18,18.03921568627451
1284,Rolf.FiniteMathematics.Index-Awodey.CategoryTheory.Index,17,16.831683168316832
1285,Dougherty.CombinatoricsAndFiniteGeometry.index-soareindex,11,11.284046692607005
1286,Dougherty.CombinatoricsAndFiniteGeometry.index-markerindex,9,8.672086720867208
1287,Dougherty.CombinatoricsAndFiniteGeometry.index-awodeyindex,12,12.224938875305623
1288,Dougherty.CombinatoricsAndFiniteGeometry.index-Jech.SetTheory.Index,9,9.001233045622689
1289,Dougherty.CombinatoricsAndFiniteGeometry.index-TarskiGivant.SetTheory.Index,10,10.196078431372548
1290,Dougherty.CombinatoricsAndFiniteGeometry.index-Awodey.CategoryTheory.Index,12,12.376237623762377
1291,Melczer.Combinatorics.index-soareindex,2,1.556420233463035
1292,Melczer.Combinatorics.index-markerindex,2,2.4390243902439024
1293,Melczer.Combinatorics.index-awodeyindex,1,1.2224938875305624
1294,Melczer.Combinatorics.index-Jech.SetTheory.Index,1,0.8631319358816276
1295,Melczer.Combinatorics.index-TarskiGivant.SetTheory.Index,1,0.5882352941176471
1296,Melczer.Combinatorics.index-Awodey.CategoryTheory.Index,1,1.2376237623762376
1297,koralovindex-maninindex,14,13.956834532374101
1298,Probability.Index-maninindex,22,22.446043165467625
1299,Rolf.FiniteMathematics.Index-maninindex,14,13.956834532374101
1300,Dougherty.CombinatoricsAndFiniteGeometry.index-maninindex,12,11.510791366906474
1301,Melczer.Combinatorics.index-maninindex,2,2.446043165467626
1302,koralovindex-günther.relativity.index,9,9.25925925925926
1303,koralovindex-Schröter.MinkowskiSpace.index,16,15.976331360946746
1304,koralovindex-Gron.Relativity.index,11,10.741301059001513
1305,koralovindex-Zwiebach.StringTheory.index,15,14.967462039045554
1306,koralovindex-Griffiths.ElementaryParticles.index,10,10.323574730354391
1307,koralovindex-Sakurai.QuantumMechanics.index,15,15.301724137931034
1308,Probability.Index-günther.relativity.index,14,13.88888888888889
1309,Probability.Index-Schröter.MinkowskiSpace.index,25,24.85207100591716
1310,Probability.Index-Gron.Relativity.index,18,18.003025718608168
1311,Probability.Index-Zwiebach.StringTheory.index,21,21.0412147505423
1312,Probability.Index-Griffiths.ElementaryParticles.index,15,15.254237288135593
1313,Probability.Index-Sakurai.QuantumMechanics.index,23,23.49137931034483
1314,Rolf.FiniteMathematics.Index-günther.relativity.index,10,9.788359788359788
1315,Rolf.FiniteMathematics.Index-Schröter.MinkowskiSpace.index,17,17.159763313609467
1316,Rolf.FiniteMathematics.Index-Gron.Relativity.index,11,11.497730711043873
1317,Rolf.FiniteMathematics.Index-Zwiebach.StringTheory.index,16,15.61822125813449
1318,Rolf.FiniteMathematics.Index-Griffiths.ElementaryParticles.index,11,10.785824345146379
1319,Rolf.FiniteMathematics.Index-Sakurai.QuantumMechanics.index,15,15.086206896551724
1320,Dougherty.CombinatoricsAndFiniteGeometry.index-günther.relativity.index,6,5.9523809523809526
1321,Dougherty.CombinatoricsAndFiniteGeometry.index-Schröter.MinkowskiSpace.index,12,11.834319526627219
1322,Dougherty.CombinatoricsAndFiniteGeometry.index-Gron.Relativity.index,7,7.2617246596066565
1323,Dougherty.CombinatoricsAndFiniteGeometry.index-Zwiebach.StringTheory.index,8,7.809110629067245
1324,Dougherty.CombinatoricsAndFiniteGeometry.index-Griffiths.ElementaryParticles.index,6,6.00924499229584
1325,Dougherty.CombinatoricsAndFiniteGeometry.index-Sakurai.QuantumMechanics.index,9,8.620689655172415
1326,Melczer.Combinatorics.index-günther.relativity.index,2,2.1164021164021163
1327,Melczer.Combinatorics.index-Schröter.MinkowskiSpace.index,1,1.183431952662722
1328,Melczer.Combinatorics.index-Gron.Relativity.index,2,2.4205748865355523
1329,Melczer.Combinatorics.index-Zwiebach.StringTheory.index,2,1.5184381778741864
1330,Melczer.Combinatorics.index-Griffiths.ElementaryParticles.index,1,1.2326656394453004
1331,Melczer.Combinatorics.index-Sakurai.QuantumMechanics.index,3,2.8017241379310347
1332,koralovindex-Morris.MathematicalModelingPlants.index,10,9.915966386554622
1333,Probability.Index-Morris.MathematicalModelingPlants.index,13,12.941176470588236
1334,Rolf.FiniteMathematics.Index-Morris.MathematicalModelingPlants.index,11,11.260504201680673
1335,Dougherty.CombinatoricsAndFiniteGeometry.index-Morris.MathematicalModelingPlants.index,5,4.873949579831932
1336,Melczer.Combinatorics.index-Morris.MathematicalModelingPlants.index,2,2.1848739495798317
1337,günther.relativity.index-pedoeindex,17,17.48633879781421
1338,günther.relativity.index-geometrywords,12,11.988847583643123
1339,günther.relativity.index-cleangeometrywords,6,5.522914218566393
1340,günther.relativity.index-disjunctiongeometrywords,6,5.535924617196702
1341,günther.relativity.index-hatcherindex,16,16.032608695652176
1342,günther.relativity.index-munkresindex,14,13.559322033898304
1343,günther.relativity.index-cederbergIndex,18,18.181818181818183
1344,günther.relativity.index-berger.geometry1.index,13,12.637362637362637
1345,günther.relativity.index-mccleary.geometryFromADifferentiablePointOfView.index,25,25.080385852090032
1346,günther.relativity.index-casasalvero.analyticprojectivegeometry.index,17,16.827852998065765
1347,günther.relativity.index-reid.algebraicgeometry.index,22,22.164948453608247
1348,günther.relativity.index-audin.geometry.index,17,17.095588235294116
1349,günther.relativity.index-Scwartz.MostlySurfaces.index,22,22.142857142857142
1350,günther.relativity.index-Snapper.MetricAffineGeometry.index,24,24.25531914893617
1351,günther.relativity.index-Tarrida.AffineMaps.index,23,23.157894736842106
1352,günther.relativity.index-Gruenberg.LinearGeometry.index,25,25.28735632183908
1353,günther.relativity.index-Rees.Geometry.index,24,24.264705882352942
1354,günther.relativity.index-Gallier.GeometricMethods.index,18,18.085106382978722
1355,günther.relativity.index-Moise.Geometry.index,19,19.00647948164147
1356,Schröter.MinkowskiSpace.index-pedoeindex,8,8.37887067395264
1357,Schröter.MinkowskiSpace.index-geometrywords,5,5.390334572490707
1358,Schröter.MinkowskiSpace.index-cleangeometrywords,3,2.8202115158636896
1359,Schröter.MinkowskiSpace.index-disjunctiongeometrywords,3,2.8268551236749118
1360,Schröter.MinkowskiSpace.index-hatcherindex,9,9.23913043478261
1361,Schröter.MinkowskiSpace.index-munkresindex,7,7.4858757062146895
1362,Schröter.MinkowskiSpace.index-cederbergIndex,8,8.24915824915825
1363,Schröter.MinkowskiSpace.index-berger.geometry1.index,6,5.808477237048666
1364,Schröter.MinkowskiSpace.index-mccleary.geometryFromADifferentiablePointOfView.index,17,17.363344051446944
1365,Schröter.MinkowskiSpace.index-casasalvero.analyticprojectivegeometry.index,9,9.477756286266924
1366,Schröter.MinkowskiSpace.index-reid.algebraicgeometry.index,13,13.402061855670103
1367,Schröter.MinkowskiSpace.index-audin.geometry.index,9,8.823529411764707
1368,Schröter.MinkowskiSpace.index-Scwartz.MostlySurfaces.index,12,12.142857142857142
1369,Schröter.MinkowskiSpace.index-Snapper.MetricAffineGeometry.index,18,18.29787234042553
1370,Schröter.MinkowskiSpace.index-Tarrida.AffineMaps.index,17,16.842105263157894
1371,Schröter.MinkowskiSpace.index-Gruenberg.LinearGeometry.index,11,11.494252873563218
1372,Schröter.MinkowskiSpace.index-Rees.Geometry.index,17,16.91176470588235
1373,Schröter.MinkowskiSpace.index-Gallier.GeometricMethods.index,8,8.037825059101655
1374,Schröter.MinkowskiSpace.index-Moise.Geometry.index,8,7.991360691144709
1375,Gron.Relativity.index-pedoeindex,20,20.036429872495447
1376,Gron.Relativity.index-geometrywords,13,13.197026022304833
1377,Gron.Relativity.index-cleangeometrywords,8,7.873090481786134
1378,Gron.Relativity.index-disjunctiongeometrywords,8,7.8916372202591285
1379,Gron.Relativity.index-hatcherindex,19,19.293478260869566
1380,Gron.Relativity.index-munkresindex,14,13.841807909604519
1381,Gron.Relativity.index-cederbergIndex,18,17.67676767676768
1382,Gron.Relativity.index-berger.geometry1.index,14,14.364207221350078
1383,Gron.Relativity.index-mccleary.geometryFromADifferentiablePointOfView.index,32,31.832797427652732
1384,Gron.Relativity.index-casasalvero.analyticprojectivegeometry.index,21,20.889748549323016
1385,Gron.Relativity.index-reid.algebraicgeometry.index,24,24.22680412371134
1386,Gron.Relativity.index-audin.geometry.index,21,20.58823529411765
1387,Gron.Relativity.index-Scwartz.MostlySurfaces.index,21,21.428571428571427
1388,Gron.Relativity.index-Snapper.MetricAffineGeometry.index,26,25.95744680851064
1389,Gron.Relativity.index-Tarrida.AffineMaps.index,31,31.05263157894737
1390,Gron.Relativity.index-Gruenberg.LinearGeometry.index,24,24.42528735632184
1391,Gron.Relativity.index-Rees.Geometry.index,31,30.88235294117647
1392,Gron.Relativity.index-Gallier.GeometricMethods.index,20,19.976359338061467
1393,Gron.Relativity.index-Moise.Geometry.index,20,19.65442764578834
1394,Zwiebach.StringTheory.index-pedoeindex,17,17.304189435336976
1395,Zwiebach.StringTheory.index-geometrywords,11,11.338289962825279
1396,Zwiebach.StringTheory.index-cleangeometrywords,7,6.933019976498238
1397,Zwiebach.StringTheory.index-disjunctiongeometrywords,7,6.9493521790341575
1398,Zwiebach.StringTheory.index-hatcherindex,17,16.847826086956523
1399,Zwiebach.StringTheory.index-munkresindex,14,13.559322033898304
1400,Zwiebach.StringTheory.index-cederbergIndex,18,18.181818181818183
1401,Zwiebach.StringTheory.index-berger.geometry1.index,11,11.30298273155416
1402,Zwiebach.StringTheory.index-mccleary.geometryFromADifferentiablePointOfView.index,24,23.794212218649516
1403,Zwiebach.StringTheory.index-casasalvero.analyticprojectivegeometry.index,18,18.3752417794971
1404,Zwiebach.StringTheory.index-reid.algebraicgeometry.index,25,25.257731958762886
1405,Zwiebach.StringTheory.index-audin.geometry.index,17,16.91176470588235
1406,Zwiebach.StringTheory.index-Scwartz.MostlySurfaces.index,22,21.785714285714285
1407,Zwiebach.StringTheory.index-Snapper.MetricAffineGeometry.index,24,24.25531914893617
1408,Zwiebach.StringTheory.index-Tarrida.AffineMaps.index,23,22.63157894736842
1409,Zwiebach.StringTheory.index-Gruenberg.LinearGeometry.index,20,20.114942528735632
1410,Zwiebach.StringTheory.index-Rees.Geometry.index,24,23.529411764705884
1411,Zwiebach.StringTheory.index-Gallier.GeometricMethods.index,16,15.839243498817966
1412,Zwiebach.StringTheory.index-Moise.Geometry.index,18,17.71058315334773
1413,Griffiths.ElementaryParticles.index-pedoeindex,15,15.1183970856102
1414,Griffiths.ElementaryParticles.index-geometrywords,10,10.315985130111525
1415,Griffiths.ElementaryParticles.index-cleangeometrywords,5,5.287896592244419
1416,Griffiths.ElementaryParticles.index-disjunctiongeometrywords,5,5.418138987043581
1417,Griffiths.ElementaryParticles.index-hatcherindex,15,14.673913043478262
1418,Griffiths.ElementaryParticles.index-munkresindex,12,12.005649717514125
1419,Griffiths.ElementaryParticles.index-cederbergIndex,15,15.31986531986532
1420,Griffiths.ElementaryParticles.index-berger.geometry1.index,12,11.695447409733124
1421,Griffiths.ElementaryParticles.index-mccleary.geometryFromADifferentiablePointOfView.index,22,22.186495176848876
1422,Griffiths.ElementaryParticles.index-casasalvero.analyticprojectivegeometry.index,16,16.054158607350097
1423,Griffiths.ElementaryParticles.index-reid.algebraicgeometry.index,20,19.587628865979383
1424,Griffiths.ElementaryParticles.index-audin.geometry.index,16,15.808823529411764
1425,Griffiths.ElementaryParticles.index-Scwartz.MostlySurfaces.index,15,15.357142857142858
1426,Griffiths.ElementaryParticles.index-Snapper.MetricAffineGeometry.index,23,22.97872340425532
1427,Griffiths.ElementaryParticles.index-Tarrida.AffineMaps.index,24,24.210526315789473
1428,Griffiths.ElementaryParticles.index-Gruenberg.LinearGeometry.index,22,22.413793103448278
1429,Griffiths.ElementaryParticles.index-Rees.Geometry.index,24,24.264705882352942
1430,Griffiths.ElementaryParticles.index-Gallier.GeometricMethods.index,16,16.31205673758865
1431,Griffiths.ElementaryParticles.index-Moise.Geometry.index,16,15.766738660907128
1432,Sakurai.QuantumMechanics.index-pedoeindex,16,15.846994535519126
1433,Sakurai.QuantumMechanics.index-geometrywords,11,10.687732342007434
1434,Sakurai.QuantumMechanics.index-cleangeometrywords,5,5.287896592244419
1435,Sakurai.QuantumMechanics.index-disjunctiongeometrywords,5,5.418138987043581
1436,Sakurai.QuantumMechanics.index-hatcherindex,14,14.402173913043478
1437,Sakurai.QuantumMechanics.index-munkresindex,13,12.711864406779661
1438,Sakurai.QuantumMechanics.index-cederbergIndex,14,14.30976430976431
1439,Sakurai.QuantumMechanics.index-berger.geometry1.index,11,11.145996860282574
1440,Sakurai.QuantumMechanics.index-mccleary.geometryFromADifferentiablePointOfView.index,18,18.327974276527332
1441,Sakurai.QuantumMechanics.index-casasalvero.analyticprojectivegeometry.index,16,15.667311411992262
1442,Sakurai.QuantumMechanics.index-reid.algebraicgeometry.index,18,18.04123711340206
1443,Sakurai.QuantumMechanics.index-audin.geometry.index,15,14.705882352941176
1444,Sakurai.QuantumMechanics.index-Scwartz.MostlySurfaces.index,18,18.214285714285715
1445,Sakurai.QuantumMechanics.index-Snapper.MetricAffineGeometry.index,22,22.127659574468087
1446,Sakurai.QuantumMechanics.index-Tarrida.AffineMaps.index,22,22.105263157894736
1447,Sakurai.QuantumMechanics.index-Gruenberg.LinearGeometry.index,23,22.701149425287355
1448,Sakurai.QuantumMechanics.index-Rees.Geometry.index,23,22.794117647058822
1449,Sakurai.QuantumMechanics.index-Gallier.GeometricMethods.index,16,15.721040189125295
1450,Sakurai.QuantumMechanics.index-Moise.Geometry.index,16,16.198704103671705
1451,günther.relativity.index-langindex,21,20.759493670886076
1452,günther.relativity.index-birkhoffindex,16,16.164817749603802
1453,günther.relativity.index-strangindex,19,18.91891891891892
1454,günther.relativity.index-Burris.UniversalAlgebra.Index,17,17.26027397260274
1455,günther.relativity.index-Artin.GeometricAlgebra.Index,26,26.041666666666668
1456,Schröter.MinkowskiSpace.index-langindex,9,8.60759493670886
1457,Schröter.MinkowskiSpace.index-birkhoffindex,7,6.9730586370839935
1458,Schröter.MinkowskiSpace.index-strangindex,8,7.631160572337043
1459,Schröter.MinkowskiSpace.index-Burris.UniversalAlgebra.Index,10,9.58904109589041
1460,Schröter.MinkowskiSpace.index-Artin.GeometricAlgebra.Index,17,16.666666666666668
1461,Gron.Relativity.index-langindex,18,18.227848101265824
1462,Gron.Relativity.index-birkhoffindex,15,15.213946117274167
1463,Gron.Relativity.index-strangindex,20,20.349761526232115
1464,Gron.Relativity.index-Burris.UniversalAlgebra.Index,17,17.26027397260274
1465,Gron.Relativity.index-Artin.GeometricAlgebra.Index,28,28.125
1466,Zwiebach.StringTheory.index-langindex,14,14.430379746835444
1467,Zwiebach.StringTheory.index-birkhoffindex,12,12.202852614896988
1468,Zwiebach.StringTheory.index-strangindex,15,14.626391096979333
1469,Zwiebach.StringTheory.index-Burris.UniversalAlgebra.Index,18,18.08219178082192
1470,Zwiebach.StringTheory.index-Artin.GeometricAlgebra.Index,23,22.916666666666668
1471,Griffiths.ElementaryParticles.index-langindex,17,16.962025316455698
1472,Griffiths.ElementaryParticles.index-birkhoffindex,15,14.580031695721077
1473,Griffiths.ElementaryParticles.index-strangindex,18,17.8060413354531
1474,Griffiths.ElementaryParticles.index-Burris.UniversalAlgebra.Index,17,16.71232876712329
1475,Griffiths.ElementaryParticles.index-Artin.GeometricAlgebra.Index,23,22.916666666666668
1476,Sakurai.QuantumMechanics.index-langindex,16,16.20253164556962
1477,Sakurai.QuantumMechanics.index-birkhoffindex,15,15.213946117274167
1478,Sakurai.QuantumMechanics.index-strangindex,18,17.8060413354531
1479,Sakurai.QuantumMechanics.index-Burris.UniversalAlgebra.Index,18,17.534246575342465
1480,Sakurai.QuantumMechanics.index-Artin.GeometricAlgebra.Index,28,28.125
1481,günther.relativity.index-rudinindex,21,20.737327188940093
1482,günther.relativity.index-Spivak.Calculus.Index,18,17.981072555205046
1483,günther.relativity.index-Tao.MeasureTheory.Index,21,21.160409556313994
1484,Schröter.MinkowskiSpace.index-rudinindex,11,10.599078341013826
1485,Schröter.MinkowskiSpace.index-Spivak.Calculus.Index,7,6.94006309148265
1486,Schröter.MinkowskiSpace.index-Tao.MeasureTheory.Index,8,8.19112627986348
1487,Gron.Relativity.index-rudinindex,23,23.04147465437788
1488,Gron.Relativity.index-Spivak.Calculus.Index,18,17.665615141955836
1489,Gron.Relativity.index-Tao.MeasureTheory.Index,22,21.501706484641637
1490,Zwiebach.StringTheory.index-rudinindex,18,18.433179723502302
1491,Zwiebach.StringTheory.index-Spivak.Calculus.Index,15,15.299684542586752
1492,Zwiebach.StringTheory.index-Tao.MeasureTheory.Index,16,16.040955631399317
1493,Griffiths.ElementaryParticles.index-rudinindex,19,18.663594470046082
1494,Griffiths.ElementaryParticles.index-Spivak.Calculus.Index,15,14.511041009463723
1495,Griffiths.ElementaryParticles.index-Tao.MeasureTheory.Index,18,18.088737201365188
1496,Sakurai.QuantumMechanics.index-rudinindex,17,17.28110599078341
1497,Sakurai.QuantumMechanics.index-Spivak.Calculus.Index,14,13.564668769716087
1498,Sakurai.QuantumMechanics.index-Tao.MeasureTheory.Index,18,17.747440273037544
1499,günther.relativity.index-soareindex,14,13.618677042801556
1500,günther.relativity.index-markerindex,11,11.382113821138212
1501,günther.relativity.index-awodeyindex,16,15.89242053789731
1502,günther.relativity.index-Jech.SetTheory.Index,11,11.097410604192355
1503,günther.relativity.index-TarskiGivant.SetTheory.Index,15,15.490196078431373
1504,günther.relativity.index-Awodey.CategoryTheory.Index,16,16.08910891089109
1505,Schröter.MinkowskiSpace.index-soareindex,8,7.782101167315175
1506,Schröter.MinkowskiSpace.index-markerindex,6,5.691056910569106
1507,Schröter.MinkowskiSpace.index-awodeyindex,9,9.04645476772616
1508,Schröter.MinkowskiSpace.index-Jech.SetTheory.Index,6,6.165228113440198
1509,Schröter.MinkowskiSpace.index-TarskiGivant.SetTheory.Index,7,7.254901960784314
1510,Schröter.MinkowskiSpace.index-Awodey.CategoryTheory.Index,9,9.158415841584159
1511,Gron.Relativity.index-soareindex,15,15.17509727626459
1512,Gron.Relativity.index-markerindex,13,12.737127371273713
1513,Gron.Relativity.index-awodeyindex,14,14.425427872860636
1514,Gron.Relativity.index-Jech.SetTheory.Index,11,11.22071516646116
1515,Gron.Relativity.index-TarskiGivant.SetTheory.Index,13,13.137254901960784
1516,Gron.Relativity.index-Awodey.CategoryTheory.Index,15,14.603960396039604
1517,Zwiebach.StringTheory.index-soareindex,16,15.95330739299611
1518,Zwiebach.StringTheory.index-markerindex,12,12.466124661246612
1519,Zwiebach.StringTheory.index-awodeyindex,16,15.647921760391197
1520,Zwiebach.StringTheory.index-Jech.SetTheory.Index,11,11.344019728729963
1521,Zwiebach.StringTheory.index-TarskiGivant.SetTheory.Index,14,13.529411764705882
1522,Zwiebach.StringTheory.index-Awodey.CategoryTheory.Index,16,15.841584158415841
1523,Griffiths.ElementaryParticles.index-soareindex,13,12.84046692607004
1524,Griffiths.ElementaryParticles.index-markerindex,10,10.29810298102981
1525,Griffiths.ElementaryParticles.index-awodeyindex,13,13.202933985330073
1526,Griffiths.ElementaryParticles.index-Jech.SetTheory.Index,10,10.35758323057953
1527,Griffiths.ElementaryParticles.index-TarskiGivant.SetTheory.Index,14,13.529411764705882
1528,Griffiths.ElementaryParticles.index-Awodey.CategoryTheory.Index,13,13.366336633663366
1529,Sakurai.QuantumMechanics.index-soareindex,14,13.618677042801556
1530,Sakurai.QuantumMechanics.index-markerindex,10,10.29810298102981
1531,Sakurai.QuantumMechanics.index-awodeyindex,15,15.403422982885086
1532,Sakurai.QuantumMechanics.index-Jech.SetTheory.Index,12,11.590628853267571
1533,Sakurai.QuantumMechanics.index-TarskiGivant.SetTheory.Index,14,13.72549019607843
1534,Sakurai.QuantumMechanics.index-Awodey.CategoryTheory.Index,16,15.594059405940595
1535,günther.relativity.index-maninindex,16,15.827338129496402
1536,Schröter.MinkowskiSpace.index-maninindex,7,6.906474820143885
1537,Gron.Relativity.index-maninindex,16,15.53956834532374
1538,Zwiebach.StringTheory.index-maninindex,14,14.388489208633093
1539,Griffiths.ElementaryParticles.index-maninindex,13,13.093525179856115
1540,Sakurai.QuantumMechanics.index-maninindex,14,13.81294964028777
1541,günther.relativity.index-koralovindex,22,21.604938271604937
1542,günther.relativity.index-Probability.Index,17,16.74641148325359
1543,günther.relativity.index-Rolf.FiniteMathematics.Index,18,18.137254901960784
1544,günther.relativity.index-Dougherty.CombinatoricsAndFiniteGeometry.index,20,19.736842105263158
1545,günther.relativity.index-Melczer.Combinatorics.index,2,2.366863905325444
1546,Schröter.MinkowskiSpace.index-koralovindex,8,8.333333333333334
1547,Schröter.MinkowskiSpace.index-Probability.Index,7,6.698564593301436
1548,Schröter.MinkowskiSpace.index-Rolf.FiniteMathematics.Index,7,7.107843137254902
1549,Schröter.MinkowskiSpace.index-Dougherty.CombinatoricsAndFiniteGeometry.index,9,8.771929824561404
1550,Schröter.MinkowskiSpace.index-Melczer.Combinatorics.index,0,0.2958579881656805
1551,Gron.Relativity.index-koralovindex,22,21.91358024691358
1552,Gron.Relativity.index-Probability.Index,19,18.9792663476874
1553,Gron.Relativity.index-Rolf.FiniteMathematics.Index,19,18.627450980392158
1554,Gron.Relativity.index-Dougherty.CombinatoricsAndFiniteGeometry.index,21,21.05263157894737
1555,Gron.Relativity.index-Melczer.Combinatorics.index,2,2.366863905325444
1556,Zwiebach.StringTheory.index-koralovindex,21,21.296296296296298
1557,Zwiebach.StringTheory.index-Probability.Index,15,15.470494417862838
1558,Zwiebach.StringTheory.index-Rolf.FiniteMathematics.Index,18,17.647058823529413
1559,Zwiebach.StringTheory.index-Dougherty.CombinatoricsAndFiniteGeometry.index,16,15.789473684210526
1560,Zwiebach.StringTheory.index-Melczer.Combinatorics.index,1,1.0355029585798816
1561,Griffiths.ElementaryParticles.index-koralovindex,21,20.679012345679013
1562,Griffiths.ElementaryParticles.index-Probability.Index,16,15.789473684210526
1563,Griffiths.ElementaryParticles.index-Rolf.FiniteMathematics.Index,17,17.15686274509804
1564,Griffiths.ElementaryParticles.index-Dougherty.CombinatoricsAndFiniteGeometry.index,17,17.105263157894736
1565,Griffiths.ElementaryParticles.index-Melczer.Combinatorics.index,1,1.183431952662722
1566,Sakurai.QuantumMechanics.index-koralovindex,22,21.91358024691358
1567,Sakurai.QuantumMechanics.index-Probability.Index,17,17.384370015948964
1568,Sakurai.QuantumMechanics.index-Rolf.FiniteMathematics.Index,17,17.15686274509804
1569,Sakurai.QuantumMechanics.index-Dougherty.CombinatoricsAndFiniteGeometry.index,18,17.54385964912281
1570,Sakurai.QuantumMechanics.index-Melczer.Combinatorics.index,2,1.9230769230769231
1571,günther.relativity.index-Morris.MathematicalModelingPlants.index,13,13.277310924369749
1572,Schröter.MinkowskiSpace.index-Morris.MathematicalModelingPlants.index,4,4.369747899159663
1573,Gron.Relativity.index-Morris.MathematicalModelingPlants.index,15,15.294117647058824
1574,Zwiebach.StringTheory.index-Morris.MathematicalModelingPlants.index,12,11.932773109243698
1575,Griffiths.ElementaryParticles.index-Morris.MathematicalModelingPlants.index,11,11.092436974789916
1576,Sakurai.QuantumMechanics.index-Morris.MathematicalModelingPlants.index,10,9.747899159663865
1577,Morris.MathematicalModelingPlants.index-pedoeindex,11,11.293260473588342
1578,Morris.MathematicalModelingPlants.index-geometrywords,8,7.806691449814126
1579,Morris.MathematicalModelingPlants.index-cleangeometrywords,4,4.230317273795535
1580,Morris.MathematicalModelingPlants.index-disjunctiongeometrywords,4,4.240282685512367
1581,Morris.MathematicalModelingPlants.index-hatcherindex,10,10.326086956521738
1582,Morris.MathematicalModelingPlants.index-munkresindex,10,10.451977401129943
1583,Morris.MathematicalModelingPlants.index-cederbergIndex,13,13.468013468013469
1584,Morris.MathematicalModelingPlants.index-berger.geometry1.index,8,8.006279434850864
